author_id,lang,created_at.x,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,url,description,name,location,verified,created_at.y,username
710247938686119936,es,2021-04-21T02:04:34.000Z,1384689488354492422,@Camila_RojasV Bastante miserable la pena para este terrorista.,0,0,0,0,"",Un ciudadano de a pie. Miembro de número de la Cofradía del Lomo Vetado.,Escobinson,"",FALSE,2016-03-16T23:34:39.000Z,escobinson
743224466621227008,es,2021-04-21T02:42:57.000Z,1384699144397328385,"@Camila_RojasV Concuerdo. Deberían quitarle el título de profesor, y hacerlo pagar todos los daños. Eso es lo justo.
Porque no estamos en condiciones de seguir pagando alojamiento y comida a DELINCUENTES en las cárceles. A parte que ya están saturadas.
#LeyROMPEPAGA
#QuePaguenConTrabajo",0,0,0,0,"","Pecador amado por Cristo.
Estará conmigo hasta final.
#DiosEsBueno 🙏🏻💪🏻",Luis Mansilla,"Talcahuano, Chile",FALSE,2016-06-15T23:31:36.000Z,LUISplutarco
749056850084106240,es,2021-04-21T02:20:46.000Z,1384693563791974400,@Camila_RojasV Muy poco??,0,0,0,0,"","Ingeniero Electricista, MSc Ingeniería Electrónica. Fuerza 🇨🇱",Nico,"Buin, Chile",FALSE,2016-07-02T01:47:24.000Z,nico_gaya
758534700,es,2021-04-21T02:36:52.000Z,1384697614415941635,@Camila_RojasV @elfrente_amplio Destituyanlo de una vez x todas!,0,0,0,0,"","Chilena. 26. Licenciada en Biología PUCV. Docente.
#APRUEBO #CC",Susana Vercis,"ValparaÍso, Chile",FALSE,2012-08-15T04:12:13.000Z,susii_vercis
75881286,es,2021-04-21T02:14:07.000Z,1384691891577438209,@Camila_RojasV Tiene razón: es absurdo. Debieran pedir más.,0,0,0,0,"","Socio Fundador del Club de Amigos del Eterno Retorno y miembro del PRAC, ferrocarrilero, fotógrafo, hincha de la UE y degustador de almejas en salsa verde. 🇨🇱",Álvaro Brito,"",FALSE,2009-09-20T21:38:17.000Z,ElCreme
759387565115973632,sv,2021-04-21T02:51:40.000Z,1384701341470232578,@_4279809328111 @Camila_RojasV @FpvrPrensa @elfrente_amplio Bla.. Bla.. Bla.. Bla..bla...bla..bla...bla..,0,0,0,0,"","Chileno que busca la justicia social
el cobre es del pueblo,el Litio es del pueblo, Chile no se vende...! NO + AFP
basta de injusticias al pueblo Mapuche.",Pablo A Monasterio,"",FALSE,2016-07-30T13:57:59.000Z,pablo196200
765899243454357504,es,2021-04-21T03:26:16.000Z,1384710046282657794,"@Camila_RojasV Tiene razón, debieron ser unos 15.",0,0,0,0,"","Anticomunista y agradecido del Gobierno Militar
#RechazoNuevaConstitucion
#NoAsambleaConstituyente
#YoVoteRechazo
#DiestraIndependientePatriota",Florentino Diaz Muño,"San Bernardo, Chile",FALSE,2016-08-17T13:13:04.000Z,flodiaz_mu
786395211983425536,es,2021-04-21T03:00:00.000Z,1384703436126621697,@Camila_RojasV Debería ser mas,0,0,0,0,"",🇨🇱 Provida - Familista - Orgullosa 22%,María Valenzuela,Orcolandia ,FALSE,2016-10-13T02:36:43.000Z,IsabellaCValenz
792894798,es,2021-04-21T02:45:07.000Z,1384699691787505666,@Chicavalpo @Camila_RojasV Te invito a leerme de nuevo.-,0,1,0,0,"","Aguante el pelo largo!!!
Profe de filo y sofía.-
Rock and Roll.-
La historia es nuestra y la hacen los pueblos.-

Estamos condenad@s a ser libres.-",j1k,"",FALSE,2012-08-31T02:42:51.000Z,juankazor
817385346870743040,es,2021-04-21T02:21:22.000Z,1384693716078800897,@Camila_RojasV No es absurdo di putada Rojas... Es Estado de Derecho!!,0,0,1,0,https://t.co/BpJEuhQpVo,🇨🇱 ⚓️ Trabajemos juntos por un Talcahuano digno y confortable. #EmbárcateConmigo en la búsqueda de soluciones para nuestra ciudad. 🚢,Renato Navarro Genta,"Concepción, Chile",FALSE,2017-01-06T15:00:27.000Z,NavarroGenta
848144536484413440,es,2021-04-21T01:53:49.000Z,1384686780180541442,"@Camila_RojasV Claro q es absurdo, tontita, debio ser más años.",0,0,0,0,"","Por UN CHILE Libre y Prospero.
Orden, Paz, Seguridad = Progreso
patriota antofagastino.
#PatriotaPorUnChileLibre",Felipe Morales,"",FALSE,2017-04-01T12:06:30.000Z,felipemoralesa4
86325671,es,2021-04-21T03:12:10.000Z,1384706496844468227,@Camila_RojasV Yo creo que no quizo hablar de quien le dio la orden....y como no quiere cooperar...8 años esta bien....,0,0,0,0,"","",LA GENTE ES MUY PORFIADA...,"",FALSE,2009-10-30T14:38:58.000Z,fuditec
883906441496735744,es,2021-04-21T03:57:15.000Z,1384717845003702275,@juankazor @Camila_RojasV Entendido,0,0,0,0,"","",Chiquita,"",FALSE,2017-07-09T04:31:32.000Z,Chicavalpo
