author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,description,url,created_at.y,username,verified
187284857,1384728741054722048,2021-04-21T04:40:33.000Z,es,"@clabarra01 @melnicksergio @gabrielboric Tanto webeo por un chocolate y al deforme que esta en la moneda que se robo un banco y sigue hurtando y cagándose al país le aplauden, hipócritas de mierda",0,0,0,0,Margara💚💚💚,"Libre ,  animalista ,alba de nacimiento y roja de corazon❤","",2010-09-05T20:09:31.000Z,vetanzohttp,FALSE
1933989114,1384729310850916357,2021-04-21T04:42:49.000Z,es,@V1cente_v2 @melnicksergio @Ljumberg @GobiernodeChile Así es Vicente..... no estamos para prestarle Ríos  a este cobarde y pusilánime traidor !!,0,0,1,0,Jack_Eterno,"Eres lo mejor que me ha pasado en la vida @Iam_BellaGianni.
Patriota. Anticomunista. Separado... Feliz en una Relación !!","",2013-10-04T11:46:59.000Z,Jack_Eterno,FALSE
194619116,1384733447806144512,2021-04-21T04:59:15.000Z,es,@melnicksergio Porque razón puede decir que hizo lo correcto?,0,0,0,0,Cristian,"Colocolino, amante del fútbol y del boxeo!","",2010-09-24T15:47:33.000Z,CF10RES,FALSE
2259120941,1384732985015013377,2021-04-21T04:57:25.000Z,es,"@melnicksergio No concuerdo con usted, no todo es política también es hambre y necesidades, un poco de empatía por favor.",0,0,0,0,pepe,"","",2014-01-03T00:06:15.000Z,FelipValenz,FALSE
227759084,1384743710550896640,2021-04-21T05:40:02.000Z,es,"@tomashiramh @AHSA717 @deltaquebecx @melnicksergio @sebastianpinera Pero viviste de los impuestos de los contribuyentes. Además si dices ser de derecha, porque no veo que llames a que la clase política se baje los sueldos? Es fácil vender la poma y atornillar pal lado contrario.",0,0,0,0,ricardo  perez,"no hay peor insulto, el que te digan comunista. Libertario politicamente incorrecto. la paciencia no es lo mio.","",2010-12-17T18:43:36.000Z,skylineperez,FALSE
227759084,1384732602544934913,2021-04-21T04:55:54.000Z,es,"@robertoperrov @roxanalidia @melnicksergio Mijo es zurdo, deje de wear. Es cosa de ver las weas que compartes. O sea tener a jackson? Ajajajajajajaj.",0,0,0,0,ricardo  perez,"no hay peor insulto, el que te digan comunista. Libertario politicamente incorrecto. la paciencia no es lo mio.","",2010-12-17T18:43:36.000Z,skylineperez,FALSE
2528800923,1384730738206121984,2021-04-21T04:48:29.000Z,es,"@melnicksergio Sergio, simplemente todo comenzó el 18 de octubre y nunca hizo lo que debía hacer como presidente, nos entregó a la Onu y al comunismo.
No lo apoyo.",0,0,0,0,marklecof,"PATRIOTA, SER PINOCHETISTA ES MI RELIGION Y LEGION Chileno y amante de la familia, FUERA ZURDOS #YoSoyAnticomunistas
#ConMisHijosNoTeMetas",https://t.co/ZUI2zRa7R8,2014-05-04T18:29:19.000Z,mark_lecof,FALSE
2529000408,1384729138569912321,2021-04-21T04:42:08.000Z,es,"@AngeloAraneda_I @melnicksergio Discrepo estimado, ahora son manotazos de ahogado, debió ser en el 1° retiro, a la vez haber aplicado una fuerte política de reactivación económica, con insentivos a la inversión y apoyo a las pymes y mypes, aparte del IFE. Y reducción del despilfarro en grasa estatal...",0,3,0,0,Andres Diaz,"Papá. Ingeniero civil, Programador y Licenciado en Diseño multimedia,  Magister en tecnologías de la información en la PUC. Y
defensor de la libertad","",2014-05-28T04:05:08.000Z,desadaptao,FALSE
2529000408,1384730654588420096,2021-04-21T04:48:09.000Z,es,"@AngeloAraneda_I @melnicksergio Seria importantísimo un estudio serio, que evalúe cuánto cuesta am estado hacer llegar un beneficio de 100 mil pesos Chilenos a una familia.  Nos caeríamos de espalda cuanto se pierde en costo de grasa estatal en el camino",0,1,0,0,Andres Diaz,"Papá. Ingeniero civil, Programador y Licenciado en Diseño multimedia,  Magister en tecnologías de la información en la PUC. Y
defensor de la libertad","",2014-05-28T04:05:08.000Z,desadaptao,FALSE
2529000408,1384734491030212610,2021-04-21T05:03:24.000Z,es,"@AngeloAraneda_I @melnicksergio Insisto el comité político de Piñera está en Marte, no se anticipa. Si plantea ahora por ejemplo privatizar TVN (entre tantos) y disminuir grasa estatal para tener recursos para beneficios sociales, tendria más apoyo popular y pondría en jaque a parte importante de la izquierda.",0,1,0,0,Andres Diaz,"Papá. Ingeniero civil, Programador y Licenciado en Diseño multimedia,  Magister en tecnologías de la información en la PUC. Y
defensor de la libertad","",2014-05-28T04:05:08.000Z,desadaptao,FALSE
2529000408,1384733794968776704,2021-04-21T05:00:38.000Z,es,"@AngeloAraneda_I @melnicksergio simplemente el mal manejo que ha tenido Piñera, desde antes de la pandemia a merced de la izquierda. Lo del último bono con una creación de falsas espectativas en la gente, fue tan burdo, que no puedes esperar que la izquierda no lo usé en su contra.",0,1,0,0,Andres Diaz,"Papá. Ingeniero civil, Programador y Licenciado en Diseño multimedia,  Magister en tecnologías de la información en la PUC. Y
defensor de la libertad","",2014-05-28T04:05:08.000Z,desadaptao,FALSE
2529000408,1384729648467173377,2021-04-21T04:44:09.000Z,es,"@AngeloAraneda_I @melnicksergio La gente no pensaría en gastar sus ahorros previsionales.  Nadie plantea que los retiros se han transformado en una transferencia directa, de los fondos previsionales a los principales grupos económicos.",0,0,0,0,Andres Diaz,"Papá. Ingeniero civil, Programador y Licenciado en Diseño multimedia,  Magister en tecnologías de la información en la PUC. Y
defensor de la libertad","",2014-05-28T04:05:08.000Z,desadaptao,FALSE
2529000408,1384730260344909828,2021-04-21T04:46:35.000Z,es,"@AngeloAraneda_I @melnicksergio Te pondré un ejemplo, una canasta familiar entregada por la Junji, en general tiene un valor x , pero si compras los mismos productos en el mercado minorista te costarán x/3.  El estado sería más eficiente trasmitiendo esos recursos en forma directa a cada familia.",0,1,0,0,Andres Diaz,"Papá. Ingeniero civil, Programador y Licenciado en Diseño multimedia,  Magister en tecnologías de la información en la PUC. Y
defensor de la libertad","",2014-05-28T04:05:08.000Z,desadaptao,FALSE
2653442961,1384750701138661376,2021-04-21T06:07:49.000Z,es,@melnicksergio @tere_marinovic @AgriculturaFM @biobio @joseantoniokast esto es grave y merece ser investigado a fondo. https://t.co/xvxdLFkTvy,0,0,0,0,Mejoremos Santiago,"Por Chile y América Latina,  que se unan para neutralizar a los comunistas marxistas y sus planes siniestros del #ForodeSaoPaulo y #grupodepuebla.","",2014-06-29T14:48:32.000Z,Mejoremos_stgo,FALSE
2826760571,1384742886776967168,2021-04-21T05:36:46.000Z,es,@melnicksergio Por esto hay q resistir y unirse en bloque para defender la libertad. Si se toman el poder seremos esclavos del comunismo #NoALaEsclavitud #FueraComunistasDeChile,0,0,0,0,Consentida,Preocupada q la ignorancia de los adultos dañe a los niños. Católica #provida #profamilia #NoIdeologiaDeGenero #VivaChilePinochet #PadresObjetores,"",2014-10-13T03:22:48.000Z,consentidachile,FALSE
2826760571,1384742461537402882,2021-04-21T05:35:04.000Z,es,"@melnicksergio Porque son anti democráticos, porque son capaces de eliminar a los que se opongan a su poder y no dudan en amedrentar y aterrorizar para lograr sus planes. Hoy más que nunca se necesita defender la democracia de estas lacras que son los COMUNISTAS. #FueraComunistasDeChile",0,0,0,0,Consentida,Preocupada q la ignorancia de los adultos dañe a los niños. Católica #provida #profamilia #NoIdeologiaDeGenero #VivaChilePinochet #PadresObjetores,"",2014-10-13T03:22:48.000Z,consentidachile,FALSE
